id,zb_id,valence,fips,strategy,theme,variable,type,conclusion
118,7.41.2,0,GLOBE,MPA,SOC,accesstoresources,type2,Most fishing subgroups experienced a shift in their ability to govern MPA resources. Fishing subgroups were categorized by type of gear used (e.g. handheld nets) and by community in which they lived or from which they fished. 44% of all fishing subgroups gained greater control over marine resources following MPA establishment and the same percentage experienced a decline in control over marine resources.
119,7.5.1,1,AS,MPA,ENV,abundance,type6,"75% of adult anemone fish and 73% of juvenile anemonefish – were located within MPAs rather than in unprotected areas. Colonial anemones were never unoccupied whether inside or outside MPAs, and 66% of the anemone colonies (i.e. 31 of the 47 colonies discovered) were located within MPAs rather than outside."
120,7.5.2,1,AS,MPA,ENV,abundance,type6,"Colonies in MPAs supported larger groups of anemonefish, with an average of 9.9±1.7 SE fish per colony in reserves compared to 6.6 ±1.1 SE per colony in the sites open to fishing."
121,7.5.3,1,AS,MPA,ENV,reproductivesuccess,type6,"Adults anemonefish living in MPAs were responsible for generating 79% of the assigned offspring (31 of 39), suggesting that these protected adults are the primary source of locally produced recruitment."
122,7.6.1,-1,BR,MPA,SOC,equalityequitylessmarginalization,type7,Significant inequalities exist between men and women in terms of economic power and benefits as well as participation in activities and decisions associated with the MPA.
123,7.7.1,1,"SP,FR,IT",MPA,ECON,harvestablespecies,type2,"The mean density of commercial fish was 2.46 times higher inside than outside reserves. For each ten-fold increase in size, there is a 35% increase in the density of commercial fishes. For every year since MPA establishment there is an increase of 8.3% in density of commercial fish."
124,7.7.2,0,"SP,FR,IT",MPA,ENV,density,type2,The density of small fishes of commercial species or non-commercial species was not significantly different inside/outside MPAs. There was no influence of size on the density of small commercial fish or non-commercial fishes. There was no influence of MPA age on the density of small commercial fish or non-commercial fishes.
125,7.7.3,0,"SP,FR,IT",MPA,ENV,diversity,type2,There was no significant difference in fish species diversity inside/outside MPAs. There was no influence of size or distance to nearest MPA on species diversity. The mean number of species increased by 0.20 for each year of enforcement (SE = 0.07; P < 0.012).
126,7.8.1,0,GLOBE,MPA,ENV,abundance,type2,"The mean abundance of fish was higher inside than outside MPAs with 25% more inside than outside MPAs. However, this result was not significant. Neither the size or age of the reserve had an affect on mean fish abundance."
127,7.8.2,1,GLOBE,MPA,ENV,diversity,type2,Fish species richness was higher inside than outside MPAs.
128,7.8.3,1,GLOBE,MPA,ECON,harvestablespecies,type2,The abundance of target fish species was significantly greater inside marine reserves.
129,7.9.1,1,NZ,MPA,ENV,abundance,type6,Snapper abundance increased by 6.9 times within the MPA.
130,7.9.2,1,NZ,MPA,ECON,harvestablespecies,type6,The density of legal snapper increased by 7.4 times within the MPA between 1998 and 2002.
131,7.9.3,1,NZ,MPA,ENV,density,type6,The density of sublegal snapper increased by 6.2 times within the MPA between 1998 and 2002.
132,7.9.4,1,NZ,MPA,ECON,harvestablespecies,type6,The density of legal snapper within the MPA was 10.8 and 22.1 times greater within the MPA than at two references sites.
133,7.9.5,0,NZ,MPA,ENV,density,type6,There was not significant difference in the density of sublegal snapper at the MPA compared with the two reference sites.
134,7.9.6,1,NZ,MPA,ENV,biomass,type6,Snapper biomass inside the MPA increased by 818%. There was no signficant increase at references sites outside the reserve.
135,7.9.7,1,NZ,MPA,ENV,reproductivesuccess,type6,Daily egg production of snapper was higher at MPA than reference sites by 11.6 and 18.7 times. Between 1998 and 2002 (just before implementation of no-take zone and end of study) daily egg production increased by 8.5 times.
