id,zb_id,valence,fips,strategy,theme,variable,type,conclusion
106,4.53.1,1,"AR,BH,BL,BR,CO,CS,CU,DO,EC,FG,GT,GY,HO,JM,MX,NU,PM,PA,PE,RQ,NS,VE,BY,CM,CT,CF,CG,EK,GB,GH,GV,IV,KE,LI,MA,MZ,NI,RW,SL,SF,WZ,TZ,UG,BG,CB,CH,HK,IN,ID,LA,MY,BM,RP,CE,TW,TH,VM",PAS,ENV,deforestationfragmentationanddegradation,type6,"Overall, fire incidence within protected areas (all IUCN categories) was significantly lower than in the surrounding buffer zone. However, the incidence of fire within the protected areas was very variable."
107,4.54.1,0,CH,PAS,SOC,accesstoland,type7,"62% of the respondents perceived that the establishment of the protected area had brought them losses, and 38% perceived no losses. Restrictions on natural resource utilization and limitations on human activities were considered amongst the main losses by most respondents. We assign values between 33 and 66% as neutral outcome."
108,4.54.2,1,CH,PAS,SOC,awarenessempowermentparticipation,type7,"Almost all respondents (91.2%) indicated that they knew the functions of the protected area. However, very few knew the size of the protected area (16.1%) and in which zone their village was located (14.6%)."
109,4.54.3,1,CH,PAS,SOC,communitywellbeingandlivelihoods,type7,"The majority of the respondents (72%) considered that the establishment of the protected area had brought them benefits, largely associated with the amount of income the project could bring, and with the policy of Conversion of Cultivated Land into Forests, which could relieve the local people from agricultural labour while getting a subsidy for living. Most respondents (67.9%) were satisfied with the biosphere reserve and pleased (66.4%) that their village was a part of it."
110,4.6.1,1,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region reduced deforestation, by 38.5% – 62.09%. 2 out of 4 matching methods showed this difference as significant."
111,4.6.2,-1,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region increased deforestation, by 121.98% – 156.06%. 2 out of 4 matching methods showed this difference as significant."
112,4.6.3,1,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region reduced deforestation, by 38.5% – 62.09%. 2 out of 4 matching methods showed this difference as significant."
113,4.6.4,1,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region reduced deforestation, by 55.89% – 72.3%. 4 out of 4 matching methods showed this difference as significant."
114,4.6.5,0,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region increased deforestation, by 5.57% – 11.15%. None of 4 matching methods showed this difference as significant."
115,4.6.6,0,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"Two of the four matching methods showed that protected areas in this region increased deforestation, and two showed the opposite effect. None of 4 matching methods showed this difference as significant."
116,4.6.7,0,MX,PAS,ENV,deforestationfragmentationanddegradation,type4,"All four matching methods showed that protected areas in this region reduced deforestation, by 33.77% – 49.26%. 1 out of 4 matching methods showed this difference as marginally significant."
117,4.7.1,0,CH,PAS,ENV,deforestationfragmentationanddegradation,type4,"The establishment of the protected area led to no significant change in overall forest cover, with an average -1.7 percentage point change between the two interventions, suggesting that the PA was ineffective in preserving total forest cover. However, see related result on old growth forest."
118,4.7.2,1,CH,PAS,ENV,deforestationfragmentationanddegradation,type4,"Protected area effectively protected old growth forests, and had a negative impact on secondary pine forests (these are less desirable from conservation perspective). However, see related result on overall forest cover."
119,4.8.1,0,"BH,BR,CB,CO,IV,EC,GH,HO,ID,LA,LI,MA,MX,PA,PE,RP,SG,TZ,TH,TO,UG,VM",PAS,ENV,deforestationfragmentationanddegradation,type6,"Less than two thirds of respondents (park managers, NGOs) perceived the protected areas to be effective at preventing grazing. From the parks tested, 59.7% PAs were in better condition than their surroundings in terms of grazing. We classify values between 33 and 66% as having neutral effect. All tested PAs were under some threat from grazing."
120,4.8.2,1,"BH,BR,CB,CO,IV,EC,GH,HO,ID,LA,LI,MA,MX,PA,PE,RP,SG,TZ,TH,TO,UG,VM",PAS,ENV,deforestationfragmentationanddegradation,type6,"The majority of respondents (park managers, NGOs) perceived the protected areas to be effective at preventing land clearing. From the parks tested, 97.2% were in better condition than their surroundings in terms of clearing. 83% of parks either maintained or gained vegetation since their establishment."
121,4.8.3,1,"BH,BR,CB,CO,IV,EC,GH,HO,ID,LA,LI,MA,MX,PA,PE,RP,SG,TZ,TH,TO,UG,VM",PAS,ENV,deforestationfragmentationanddegradation,type6,"The majority of respondents (park managers, NGOs) perceived the protected areas to be effective at preventing fires. From the parks tested, 81.0% PAs were in better condition than their surroundings in terms of fires. All tested PAs were under some threat from fires."
122,4.8.4,0,"BH,BR,CB,CO,IV,EC,GH,HO,ID,LA,LI,MA,MX,PA,PE,RP,SG,TZ,TH,TO,UG,VM",PAS,ENV,illegalhuntingloggingmining,type6,"Less than two thirds of respondents (park managers, NGOs) perceived the protected areas to be effective at preventing hunting. From the parks tested, 62.2% PAs were in better condition than their surroundings in terms of hunting. We classify values between 33 and 66% as having neutral effect. All tested PAs were under some threat from hunting."
123,4.8.5,1,"BH,BR,CB,CO,IV,EC,GH,HO,ID,LA,LI,MA,MX,PA,PE,RP,SG,TZ,TH,TO,UG,VM",PAS,ENV,illegalhuntingloggingmining,type6,"The majority of respondents (park managers, NGOs) perceived the protected areas to be effective at preventing logging. From the parks tested, 85.2% PAs were in better condition than their surroundings in terms of logging. All the tested PAs were under some threat from logging."
123,4.9.1,1,BL,PAS,SOC,communitywellbeingandlivelihoods,type4,"The study found no evidence that protected areas exacerbated local poverty, instead, communities affected by PAs (defined as municipalities that had at least 10% of their area occupied by a protected area) had greater levels of poverty reduction between 1992 and 2001 than similar unaffected communities. The reduction in poverty is significant for one of the two indicators used."
